description,product_id
"[""Kitchen & Dining >> Kitchen Tools >> Kitchen Implements >> Pizza Cutters >> Pratha Pizza Cutters""]","PACEAYZANXQFKGZ3, PACECF9NDZG39YPR, PACEC9FJHX2ZJJFM, PACECFGDM9KCZWFH"
"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> Ruchiworld Ethnic""]","SHIECSRFZCQRERTJ, SHIECSPA5TZMFSS6, SHIECRUMGA5TCBVG, SHIECRY7XECHNFNH, SHIECRX5GAVFAKJ7, SHIECHC2G6B7JPTP, SHIECH87SYGU7F8A, SHIECHC2SG8E3GS9"
"[""Home Decor & Festive Needs >> Showpieces >> S C Handicrafts Showpieces""]","SHIE2XDXQA5SDTYP, SHIE3FHYRRQGFFXN, SHIE2FH7KUFTCZUH, SHIE2XDXPYYGJJZN, SHIE3FHYZYD3JHQD, SHIE2QTSH9UWXWRF, SHIE2FH7YTVDHFGT, SHIE2QTSMSXF9QAH"
"[""Home Decor & Festive Needs >> Showpieces >> RajLaxmi Showpieces""]",SHIE5C2HZK2RARWA
"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> Ravishing Variety Ethnic""]","SHIEA6YUZCDGZUCG, SHIEA6YVKUQUKCYG, SHIEA6YUJYA5MF7J"
"[""Kitchen & Dining >> Kitchen Tools >> Kitchen Implements >> Pizza Cutters >> Famous Pizza Cutters""]",PACECMKUR6SNQFNZ
"[""Kitchen & Dining >> Kitchen Tools >> Kitchen Implements >> Pizza Cutters >> Filtre Pizza Cutters""]",PACDZNJRS8AHZVEV
"[""Home Decor & Festive Needs >> Showpieces >> Rastogi Handicrafts Showpieces""]","SHIE5U6NBCUHQZTS, SHIE5U6NNGWD7CDX"
"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> Monil Ethnic""]","SHIE9HH3AFF2GXZD, SHIEA4AH26DDUBJN, SHIEAF2JJFSBXFMH"
"[""Kitchen & Dining >> Kitchen Tools >> Kitchen Implements >> Pizza Cutters >> Chefn Pizza Cutters""]",PACE3RJYU2NZQRX8
"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> Lal Haveli Ethnic""]","SHIE9J6P8QHDZWXF, SHIEBCQZFENB4BGC, SHIE9J6PXUGTQMCH, SHIE9J6PUWBGKCAJ, SHIE9FMZAH4U4H6Z, SHIE9J6ZRMDMGTF9, SHIE9FMPWV8U4RWX, SHIE9FMPNPC7ZGGZ, SHIE9FMPNEERARRX, SHIEBCQZGGKHEKSZ, SHIE9FMP2BGPTKNG, SHIE9FMP3RBSYMEV, SHIE9J6PZPTRFV4Z, SHIE9J6PVG9ZE9M5, SHIEBCQZBRDR89FY, SHIE9J6PYBXBYHRZ, SHIEBKMSYJFA9XZT, SHIE9FMPQBGXGTTH, SHIEBCQZF8EQ3FSD, SHIE9J6PAJGHYX6B, SHIE9J6PH5ZKV7YX, SHIEBCQZHBFMSFMK, SHIE9J6PNZERGDK3, SHIE9J6PPZ44RZDK, SHIE9FMPPPMDUXVZ, SHIE9J6QKG4SD5WG, SHIE9J6PFGP9DZAH, SHIE9FMPGFYZR2YZ, SHIE9J6PYVBW5ATG, SHIE9J6PRGFHJHRY, SHIEBCQZGGHHX6RE, SHIE9J6QNCYPG2J9, SHIE9J6PFKPDMEGK"
"[""Kitchen & Dining >> Kitchen Tools >> Kitchen Implements >> Pizza Cutters >> Dexas Pizza Cutters""]","PACEFVZZMCGNBACQ, PACEFVZZ2R8ZE5ZH"
"[""Home Decor & Festive Needs >> Showpieces >> NEHP Showpieces""]","SHIEFFFPMFH8SZZM, SHIEFFFPDETWTWZR, SHIEFFFPRTTYYF3G, SHIEFFFPVBQK6GBH"
"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> Sovam International Ethnic""]","SHIECY9ZQ2MGG5PX, SHIE8WYNTGEU8JDA, SHIE8VY9ZH4ZCBMQ, SHIE8WYNMSSUJHNC, SHIE8QE6RMNSGPAU, SHIED4DW3GRFK8MJ, SHIE8VY9ZYWPUBWV, SHIE8QE6TZTDVCGZ, SHIE8QE6YQDMWHBZ, SHIE8WYNYRHSFCRR"
"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> Tatvaarts Ethnic""]","SHIEBZB4U7BKYJTU, SHIEBZB4QFCBMVXD, SHIEBZB4SXXAG6TH, SHIEBZB44JP2JZNG, SHIEBZB4JHGWHX5Z, SHIEBZB4JM2ZDFGM, SHIEBZB4NSHCQTXA, SHIEBZB49VZZQRKK, SHIEBZB4D4GDYYRS"
"[""Home Decor & Festive Needs >> Showpieces >> Ona'S Showpieces""]","SHIE7ZWAT8HEHBZX, SHIE7ZWANZAZ7R6Z, SHIE7ZWA4HYWCZS4, SHIE7ZWAUZG6SUMF"
"[""Home Decor & Festive Needs >> Showpieces >> Shoppingtara Showpieces""]","SHIE7DFNYZC6YWTT, SHIE7DFNAFTC6R6M, SHIE7DFN2AGNFUUS, SHIE7DFNVCR8KUGP, SHIE7DFN7FEZEQJE, SHIE7DFN8MFZKQUR, SHIE7DFN7ZSSVHXC, SHIE7DFNFZRPTGKD"
"[""Home Decor & Festive Needs >> Showpieces >> Onlineshoppee Showpieces""]",SHIE6WXTWZ2U4RH9
"[""Kitchen & Dining >> Kitchen Tools >> Kitchen Implements >> Pizza Cutters >> Gran Pizza Cutters""]",PACEC89YGNYZCMC4
"[""Kitchen & Dining >> Kitchen Tools >> Kitchen Implements >> Pizza Cutters >> Tirupati Pizza Cutters""]","PACE43HFHGWUEV48, PACE43HFHCYGHYFK, PACE43HFWFDSMPJC, PACE43HF8JWNA2GY"
"[""Kitchen & Dining >> Kitchen Tools >> Kitchen Implements >> Pizza Cutters >> Sam Pizza Cutters""]",PACED7HVHJQHDZQC
"[""Kitchen & Dining >> Kitchen Tools >> Kitchen Implements >> Pizza Cutters >> Excel Pizza Cutters""]",PACE472CMNPGQY2W
"[""Kitchen & Dining >> Kitchen Tools >> Kitchen Implements >> Pizza Cutters >> Tescoma Pizza Cutters""]",PACDZUDMCHKDHGXA
"[""Home Decor & Festive Needs >> Showpieces >> Siri Creations Showpieces""]",SHIE24NXDDSGDSWP
"[""Kitchen & Dining >> Kitchen Tools >> Kitchen Implements >> Pizza Cutters >> Mooz Pizza Cutters""]","PACE7QHJGYKXGM5W, PACE7RRFT47PZGPU"
"[""Automotive >> Car Accessories >> Car Interior >> Car Mats""]",CRTE8389ZZJS6W9E
"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> Ratash.Com Ethnic""]","SHIECKYBQQNHZFZD, SHIECKYBNNY2BNZD, SHIECKYBUZCBZS8U, SHIECAYW3VZWGZGX, SHIECKYBVDJ7FBSG"
"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> Surface180 Ethnic""]",SHIEBQ8WJJ2GQBAE
"[""Home Decor & Festive Needs >> Showpieces >> Tiedribbons Showpieces""]","SHIE6ZSBWKWVVNB2, SHIE6ZSBG9YAZZHF, SHIE6ZSBGF3GZZFF, SHIE6ZSBWP9DTDHZ, SHIE6ZSBWSCTKVTQ, SHIE6ZSBHDEBFCGM, SHIE6ZSBG6MQDHNX, SHIE6ZSBHCNYY2CP"
"[""Kitchen & Dining >> Kitchen Tools >> Kitchen Implements >> Pizza Cutters >> Detak Pizza Cutters""]",PACE95FMAFXHZB5C
"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> SAC Ethnic""]","SHIE7VEF53ZMHGMS, SHIE7VFYJHKGMXUR, SHIE7VFYMZMDGAEQ"
"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> Utkalika Ethnic""]",SHIECFMCY2YUZGMR
"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> MCB Exports Ethnic""]","SHIEBZ7UE4BXMK98, SHIECJ45TFDT4EPB, SHIEBY8ZUB5HYBAG, SHIEBY82RSB2G96V, SHIECYFWJWCCHHQS, SHIEBYA7DVARZBKB, SHIEBY82HGZCTH5D, SHIECYFWYYZHU6NR, SHIECQHNRRBCFBFG, SHIEBZ65HHFJFBYG, SHIEBY82QFGWNYTE"
"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> Ray-Pro Ethnic""]",SHIEAT33F8AZFEFS
"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> Shree Homdecor Ethnic""]","SHIEBTT2SZQJKGDM, SHIEBTT2R6Q2VBY6, SHIEBTT2Y5CEXB4V, SHIEBTT2PX3XCFHU, SHIEBTT27V3NTDKK"
"[""Kitchen & Dining >> Kitchen Tools >> Kitchen Implements >> Pizza Cutters >> Sunvi Pizza Cutters""]","PACEBNG37K3MXNBQ, PACECFGASDHF8RQU"
"[""Kitchen & Dining >> Kitchen Tools >> Kitchen Implements >> Pizza Cutters >> Step4deal Pizza Cutters""]",PACEAU9GVDACRKUV
"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> Mahadev Handicrafts Ethnic""]",SHIECFNXZ7W9GVYZ
"[""Kitchen & Dining >> Kitchen Tools >> Kitchen Implements >> Pizza Cutters >> EON Pizza Cutters""]","PACE4YPWNTHM9YXZ, PACEFRBMZZFZYGPW"
"[""Kitchen & Dining >> Kitchen Tools >> Kitchen Implements >> Pizza Cutters >> Triston Home Pizza Cutters""]","PACEB2XUZJWEY8BH, PACEB2XNEBZTJZZG"
"[""Home Decor & Festive Needs >> Showpieces >> Prachin Showpieces""]",SHIE39QJZY3BNW3A
"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> Surface 180 Ethnic""]","SHIE8N77ZEBQHFWU, SHIE8BUQYZXJKKZM, SHIE8HXEFKFNFMF5, SHIE8HXEEX69GA9F"
"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> Rajo Raja Ethnic""]","SHIEC8ATXGYEJ4GD, SHIEC8ASQEPSK7FZ, SHIEC8ATMHEWET32, SHIEC8ASWMWNWTKY, SHIEC8AT4ENZVG72"
"[""Home Decor & Festive Needs >> Showpieces >> MA Design Hut Showpieces""]","SHIE55GT4JDKEGZQ, SHIE55GTBQGB5QSZ, SHIE55GT7F6HYXDT"
"[""Kitchen & Dining >> Kitchen Tools >> Kitchen Implements >> Pizza Cutters >> OXO Pizza Cutters""]",PACDZTD7Z9T2GVGT
"[""Home Decor & Festive Needs >> Showpieces >> Ninety One Degree Showpieces""]",SHIE3GPARBJ4SBCG
"[""Kitchen & Dining >> Kitchen Tools >> Kitchen Implements >> Pizza Cutters >> Nourish Pizza Cutters""]","PACE66XREPHDU3NH, PACE66XRMSZZGZ3C"
"[""Kitchen & Dining >> Kitchen Tools >> Kitchen Implements >> Pizza Cutters >> Go Hooked Pizza Cutters""]","PACE5Y8Y44TKZ7RM, PACE5VYX8NDTBXK4, PACE5VYXKSZZ8GKF, PACE5VYXRZBQ3FVR, PACE5VYXMZKGMDG8"
"[""Baby Care >> Infant Wear >> Baby Boys' Clothes >> Dungarees & Jumpsuits >> Jumpsuits >> Earth Conscious Jumpsuits""]","JUMEBKQJUZHCZHHM, JUMEBKQJVM2V3AHY"
"[""Home Decor & Festive Needs >> Showpieces >> Purpledip Showpieces""]",SHIDYZAYRM4KKJGR
"[""Kitchen & Dining >> Kitchen Tools >> Kitchen Implements >> Pizza Cutters >> KB's Pizza Cutters""]","PACE7ZNHBP4FASAQ, PACE632TFZZWFNDA, PACE632TBVYD7UCW"
"[""Home Decor & Festive Needs >> Showpieces >> Slice of Bengal Showpieces""]",SHIE6G75RNDQSGUQ
"[""Home Decor & Festive Needs >> Showpieces >> Redbag Showpieces""]","SHIEFZ2GJGAHATFG, SHIEFZ2GWG8TBWSB"
"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> Mable Ethnic""]",SHIEBJH8XQ2TEASA
"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> Onlineshoppee Ethnic""]","SHIEAPEAHUWDHSDH, SHIEAREZZWVXUBQT, SHIEAPE9AZ79HFJZ"
"[""Home Decor & Festive Needs >> Table Decor & Handicrafts >> Showpieces >> The Crystal Jewel Showpieces""]","SHIE7MGDAS5B4JEY, SHIE7MMKBRXEWKYQ"
"[""Kitchen & Dining >> Kitchen Tools >> Kitchen Implements >> Pizza Cutters >> Quirky Pizza Cutters""]",PACE5AKC3NFGMDJZ
"[""Kitchen & Dining >> Kitchen Tools >> Kitchen Implements >> Pizza Cutters >> Made In China Pizza Cutters""]",PACE3P9ASGJSV5KW
"[""Home Decor & Festive Needs >> Showpieces >> Orange Tree Showpieces""]","SHIE5HBGWKWJWFRA, SHIE5HBGDYSHVA5R"
"[""Kitchen & Dining >> Kitchen Tools >> Kitchen Implements >> Pizza Cutters >> Trudeau Pizza Cutters""]","PACE26UZUHFGYYHZ, PACE26UZFAH7U2Y4"
"[""Home Decor & Festive Needs >> Showpieces >> Unique Design Showpieces""]","SHIE7G263EDTSDU5, SHIE7CFT6W7DVEHG"
"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> MSC Shuangmin Ethnic""]","SHIE9YHZYHSXX5UZ, SHIE9YM2HQPKZKEF"
"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> Unique Design Ethnic""]","SHIE9KPJYFHMQCQN, SHIE93F2DYWFVQNG, SHIE93F2TFZXQHFG, SHIE9ZYZQBKZQMWD, SHIE9GH8DZF3APB9, SHIE8M4ZWWF7EKN4"
"[""Home Decor & Festive Needs >> Showpieces >> Marwar Showpieces""]","SHIE7BZ9XWCHEYPG, SHIE7BZ9CHKNXZJU, SHIE94XF77YFAHZC, SHIE8TFNMRZHATFH"
"[""Kitchen & Dining >> Kitchen Tools >> Kitchen Implements >> Pizza Cutters >> Miracle Pizza Cutters""]","PACEAVZ3TFG7CAHS, PACE8Q233TXREUHU"
"[""Home Decor & Festive Needs >> Showpieces >> Port Showpieces""]",SHIE5EF4YXZHTNFZ
"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> Pg Handicrafts Ethnic""]",SHIECMYEYQSZ7RJJ
"[""Home Decor & Festive Needs >> Showpieces >> Unravel india Showpieces""]",SHIE6ZHNFS9S8FTX
"[""Home Decor & Festive Needs >> Showpieces >> Orchard Showpieces""]",SHIE45Q6SJGSMHTN
